locus_name	description	CAZYName
gene_11853	rhamnogalacturonanlyase	PL4_3
gene_11881	hypotheticalprotein	NA
gene_11954	GMCoxidoreductase	AA3_2
gene_12011	DehydrogenaseE1component-domaincontainingprotein	NA
gene_12032	Histidinephosphatasesuperfamily	NA
gene_12034	hypotheticalprotein	NA
gene_12038	isochorismatasedomain-containingprotein	NA
gene_12056	Beta-lactamase-likeprotein	NA
gene_12057	zinc-bindingdehydrogenase	NA
gene_12076	putativeSUMOligaseSizA	NA
gene_12142	Putativepeptidasefamily-domaincontainingprotein	NA
gene_12210	AAAdomain-domaincontainingprotein	NA
gene_12267	WDrepeat-containingprotein	NA
gene_12320	serinendopeptidase	NA
gene_12325	putativeMATEeffluxfamilyproteinsubfamily	NA
gene_12326	agmatinase	NA
gene_12351	Proteinofunknownfunction(DUF1593)-domaincontainingprotein	GH78
gene_12433	C6zincfingerdomain-containingprotein	NA
gene_12447	mRNAturnoverprotein	NA
gene_12483	S-adenosyl-L-methionine-dependentmethyltransferase	NA
gene_12602	ubiquitincarboxyl-terminalhydrolase	NA
gene_12656	riboflavintransporterMCH5	NA
gene_12713	Generalsubstratetransporter	CE0
gene_12730	hypotheticalprotein	NA
gene_12842	hypotheticalprotein	CBM1
gene_12882	mitochondrialimportinnermembranetranslocasesubunittim-17	NA
gene_13002	S-adenosyl-L-methionine-dependentmethyltransferase	GH43_6
gene_13003	Luciferase-likedomain-containingprotein	NA
gene_13083	ABCtransporter	NA
gene_13176	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_13177	ExtracellularmetalloproteaseVDBG_07883	NA
gene_13284	hypotheticalprotein	NA
gene_13333	Mitochondrialcarrierdomain-containingprotein	GH20
gene_13421	hypotheticalprotein	GT31
gene_13469	SUMO-activatingenzymesubunituba-2	GT2
gene_13720	hypotheticalprotein	NA
gene_22	carboxypeptidaseA5	NA
gene_78	glucoseoxidase	AA3_2
gene_103	hypotheticalprotein	NA
gene_117	hypotheticalprotein	NA
gene_200	dihydrodipicolinatesynthase	NA
gene_217	RmlC-likecupindomain-containingprotein	NA
gene_242	membranedipeptidase	NA
gene_355	Alpha/Betahydrolasefold	NA
gene_373	hypotheticalprotein	NA
gene_450	Polysaccharidelyasefamily4%2CdomainIII-domaincontainingprotein	PL4_5
gene_464	fumarylacetoacetase	NA
gene_476	CytochromeP450	CE4
gene_536	nitratereductase	NA
gene_614	Pex2/Pex12aminoterminalregion-domaincontainingprotein	AA1
gene_627	RlpA-likedouble-psibeta-barrel-containingproteindomain-containingprotein	GH45_1
gene_844	hypotheticalprotein	NA
gene_987	endonuclease/exonuclease/phosphatasefamilyprotein	NA
gene_1044	Domainofunknownfunction(DUF3425)-domaincontainingprotein	NA
gene_1096	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_1165	Dak1domain-domaincontainingprotein	NA
gene_1234	endo-1%2C3%284%29-beta-glucanase	GH81
gene_1376	Spc7kinetochoreprotein-domaincontainingprotein	NA
gene_1556	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_1733	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_1786	MCM2/3/5familyprotein	GT90
gene_1828	indoleamine2%2C3-dioxygenasefamilyprotein	NA
gene_1854	Sec1family-domaincontainingprotein	NA
gene_1920	SNF2familydomain-containingprotein	AA2
gene_2016	GroES(chaperonin10)-likeprotein	NA
gene_2059	plasmamembranecalcium-transportingATPase	NA
gene_2067	HECT-domain-containingprotein	NA
gene_2193	hypotheticalprotein	NA
gene_2219	hypotheticalprotein	NA
gene_2258	mutsdomainV	NA
gene_2271	Alpha/Betahydrolasefold	NA
gene_2282	proteasomeregulatoryparticlesubunitRpt4	GT4
gene_2370	Generalsubstratetransporter	NA
gene_2374	Generalsubstratetransporter	NA
gene_2502	Six-hairpinglycosidase-likeprotein	GH95
gene_2504	Glycosidehydrolasesuperfamily	GH1
gene_2540	aspartateaminotransferase	NA
gene_2567	hypotheticalprotein	AA3_2
gene_2615	Pyridoxalphosphate-dependenttransferase	NA
gene_2681	Aldehyde/histidinoldehydrogenase	NA
gene_2690	Glycosidehydrolasesuperfamily	GH5_9
gene_2720	hypotheticalprotein	NA
gene_2733	hypotheticalprotein	NA
gene_2746	transmembraneBAXinhibitormotif-containingprotein	NA
gene_2800	low-affinitypotassiumtransportprotein	NA
gene_2843	putativeankyrinrepeat-containingprotein	GH31_3
gene_2889	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_2981	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_2997	hypotheticalprotein	NA
gene_2998	serine/threoninekinase	NA
gene_3004	FluGdomain-containingprotein	NA
gene_3018	dynaminfamilyprotein	NA
gene_3042	spastin	NA
gene_3212	uracil-5--methyltransferaseTRM9	GT1
gene_3284	siderophoreirontransportermirB	NA
gene_3356	siderophoreirontransportermirA	NA
gene_3358	hypotheticalprotein	NA
gene_3399	phthalatetransporter	NA
gene_3442	mitochondrialimportinnermembranetranslocasesubunittim-54	NA
gene_3457	integralmembraneprotein	NA
gene_3458	FADbindingdomain-containingprotein	NA
gene_3470	Lipoxygenase	NA
gene_3479	acyl-CoAdehydrogenase	NA
gene_3486	hypotheticalprotein	NA
gene_3524	hypotheticalprotein	NA
gene_3599	replicationfactorCsubunit1	NA
gene_3612	zincmetalloproteasemde10	NA
gene_3615	Eukaryoticintegralmembraneprotein(DUF1751)-domaincontainingprotein	NA
gene_3676	Up-regulatedDuringSeptation-domaincontainingprotein	NA
gene_3770	maltosepermease	NA
gene_3805	Generalsubstratetransporter	NA
gene_3852	hypotheticalprotein	NA
gene_3917	hypotheticalprotein	NA
gene_3950	alpha-xylosidase	GH31_3
gene_4022	ubiquitin	AA10
gene_4023	Alpha/Betahydrolasefold	NA
gene_291	proteinphosphatase2CABI1	GT0
gene_4148	kinesinmotordomain-containingprotein	CBM0
gene_4200	exoribonucleasefamilyprotein	GT50
gene_4219	hypotheticalprotein	NA
gene_4230	fattyaciddesaturase	NA
gene_4249	hypotheticalprotein	NA
gene_4274	hypotheticalprotein	NA
gene_4325	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_4386	putativephthalatetransporter	NA
gene_4408	quinatepermease	NA
gene_4428	Tryptophansynthasebetasubunit-likePLP-dependentenzyme	NA
gene_4496	S-adenosyl-L-methionine-dependentmethyltransferase	AA11
gene_4596	hypotheticalprotein	NA
gene_4632	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_4705	vitaminHtransporter	NA
gene_4829	Glycosidehydrolasesuperfamily	CBM1
gene_4863	Generalsubstratetransporter	NA
gene_4996	mannosyl-oligosaccharide1%2C2-alpha-mannosidaseIC	GH47
gene_5000	WDrepeat-containingproteinslp1	NA
gene_5058	fumarylacetoacetase	NA
gene_5251	chitinsynthase	GT2
gene_5336	carboxypeptidase2	NA
gene_5662	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_5785	acetyl-CoAcarboxylase	GH146
gene_6049	Peroxin-3familyprotein	NA
gene_6053	hypotheticalprotein	NA
gene_6109	hypotheticalprotein	CBM18
gene_6110	polysaccharidebiosynthesisproteinvipA/tviB	CE4
gene_6133	ribosomeassemblyproteinRRB1	NA
gene_6179	C6transcriptionfactor	NA
gene_6206	CFEMdomain-containingprotein	NA
gene_6232	GTP-bindingprotein	NA
gene_6296	nonribosomalpeptidesynthetase-likeprotein	NA
gene_6297	Endonuclease/exonuclease/phosphatase	NA
gene_6331	Glycosidehydrolasesuperfamily	GH114
gene_6342	hypotheticalprotein	NA
gene_6353	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_6354	EthDdomain-domaincontainingprotein	NA
gene_6558	Glycosyltransferasefamilygroup2-domaincontainingprotein	GT0
gene_6561	duf1446domain-containingprotein	NA
gene_6579	hypotheticalprotein	NA
gene_6649	histoneacetyltransferasetypeBsubunit2	NA
gene_6734	Glycosidehydrolase	GH47
gene_6743	DNAligaseI	NA
gene_6775	hypotheticalprotein	NA
gene_6880	RNA-bindingprotein	NA
gene_6965	eukaryoticaspartylprotease	NA
gene_7061	lactosepermease	NA
gene_7064	cellulasefamilyprotein	GH5_16
gene_7367	hypotheticalprotein	CE4
gene_7369	hypotheticalprotein	AA3_2
gene_7414	cytochromeP450CYP51F1	GT31
gene_7431	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_7470	Domainofunknownfunction(DUF1996)-domaincontainingprotein	NA
gene_7477	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_7494	Beta-lactamase/transpeptidase-likeprotein	NA
gene_7498	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_7500	leucoanthocyanidindioxygenase	NA
gene_7511	fibronectintypeIIIdomain-containingprotein	CE0
gene_7574	CASPprotein	NA
gene_7592	hypotheticalprotein	NA
gene_7617	AP-1complexsubunitgamma-1	GH47
gene_7635	WDdomain-containingprotein	NA
gene_7672	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_7709	hypercellularproteinA	NA
gene_7752	NuclearproteinEs2-domaincontainingprotein	NA
gene_7937	beta-galactosidase	GH35
gene_7980	Six-hairpinglycosidase-likeprotein	GH88
gene_8023	hippuratehydrolase	GH2
gene_8034	Alpha/Betahydrolasefold	NA
gene_8094	catalaseperoxidase	NA
gene_8172	endonuclease/exonuclease/phosphatasefamily	NA
gene_8226	Maintenanceoftelomerecappingprotein1	NA
gene_8270	ferricreductasetransmembranecomponent3	NA
gene_8287	putativecarbonylreductase	NA
gene_8332	Nucleosidephosphorylasedomain-containingprotein	NA
gene_8438	Cationtransportprotein-domaincontainingprotein	NA
gene_8463	Generalsubstratetransporter	NA
gene_8529	iron-sulfurcluster-bindingprotein	NA
gene_8543	celldivisioncontrolprotein	GT57
gene_8650	transketolase	NA
gene_8663	hypotheticalprotein	GH0
gene_8760	pre-mRNA-splicingfactorATP-dependentRNAhelicasePRP16	GH5_12
gene_292	Snf7-domaincontainingprotein	AA1_2
gene_9624	classIIaldolase/adducindomainprotein	NA
gene_9706	2-nitropropanedioxygenase	NA
gene_9907	DNA-directedRNApolymeraseIsubunitRPA2	NA
gene_10092	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_10099	Six-hairpinglycosidase-likeprotein	GH78
gene_10125	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_10127	hypotheticalprotein	NA
gene_10175	metallo-beta-lactamasefamilyprotein	NA
gene_10187	amineoxidase	NA
gene_10265	Transmembraneaminoacidtransporterprotein-domaincontainingprotein	NA
gene_10278	acetylesterase	CE16
gene_10304	C-5steroldesaturase-likeprotein	NA
gene_10306	putativecarbonylreductase	NA
gene_10349	Carbon-nitrogenhydrolase	NA
gene_10361	Six-hairpinglycosidase-likeprotein	GH88
gene_10426	estradiol17-beta-dehydrogenase12-B	NA
gene_10478	hypotheticalprotein	NA
gene_10497	S-adenosyl-L-methionine-dependentmethyltransferase	AA11
gene_10510	TPA_inf:bifunctionaldethiobiotinsynthetase/adenosylmethionine-8-amino-7-oxononanoateaminotransferase	NA
gene_10514	ferric-chelatereductase	NA
gene_10532	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	GH12
gene_10556	hypotheticalprotein	NA
gene_10559	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10575	peroxisomaltargetingsignal2receptor	NA
gene_10616	expressedprotein	NA
gene_10689	hypotheticalprotein	NA
gene_10847	serine/threonine-proteinphosphatasePP2Acatalyticsubunit	NA
gene_10862	hypotheticalprotein	CBM1
gene_10868	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10875	putativeMFShexosetransporter	NA
gene_10876	GroES(chaperonin10)-likeprotein	NA
gene_10903	hypotheticalprotein	NA
gene_10977	endomembraneprotein70	NA
gene_10993	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11040	aminopeptidaseY	NA
gene_11083	FADlinkedoxidases%2CC-terminaldomain-domaincontainingprotein	GT31
gene_11103	expressedprotein	NA
gene_11163	transcriptionelongationfactorSPT5	NA
gene_11169	pyruvatekinase	NA
gene_11191	uricacid-xanthinepermease	NA
gene_11212	ATP-dependentRNAhelicaseDBP3	GH13_17
gene_11283	DUF185domain-containingprotein	NA
gene_11376	nucleotideexcisionrepairproteinRAD23	NA
gene_11454	hypotheticalprotein	NA
gene_11500	pre-mRNAsplicingfactorini1	NA
gene_11548	hypotheticalprotein	NA
gene_11696	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein	GH43_36
gene_11701	pre-mRNA-splicingfactorcwc22	NA
gene_11703	Cdc37Nterminalkinasebinding-domaincontainingprotein	NA
gene_11756	hypotheticalprotein	NA
gene_11786	hypotheticalprotein	NA
gene_11860	hypotheticalprotein	NA
gene_11875	Senescence-associatedprotein-domaincontainingprotein	NA
gene_11897	multidrugresistanceproteinfnx1	NA
gene_11898	ATP-dependentRNAhelicaseDBP10	NA
gene_11998	hypotheticalprotein	NA
gene_12064	2-succinylbenzoate-CoAligase	NA
gene_12099	GlucoseinhibiteddivisionproteinA-domaincontainingprotein	NA
gene_12285	serinendopeptidase	NA
gene_12312	Proteinofunknownfunction(DUF3292)-domaincontainingprotein	NA
gene_12358	aminoacidpermease	NA
gene_12398	endo-1%2C4-beta-xylanaseA	CBM1
gene_12466	nuclearporecomplexproteinAn-Nup82	NA
gene_12546	separin	NA
gene_12580	mRNAcappingenzyme%2Ccatalyticdomain-domaincontainingprotein	NA
gene_12650	Pyruvate/Phosphoenolpyruvatekinase-likedomain-containingprotein	NA
gene_12664	hypotheticalprotein	NA
gene_12720	ABC1familyprotein	NA
gene_12737	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_12775	hypotheticalprotein	NA
gene_12798	integralmembraneprotein	NA
gene_12903	TAP-likeprotein-domaincontainingprotein	NA
gene_12987	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_13026	CytochromeP450	NA
gene_13119	MFS1familyprotein	NA
gene_13250	hypotheticalprotein	NA
gene_13282	putativelipid-transferprotein%2Cmitochondrialprecursor	NA
gene_13343	Aldehydedehydrogenasedomain-containingprotein	NA
gene_13416	endoglucanaseII	AA9
gene_13445	UDP-glucose%2Csteroltransferase	GT1
gene_13460	alpha-ketoglutarate-dependentsulfonatedioxygenase	NA
gene_13465	mannanendo-1%2C4-beta-mannosidase	GH5_7
gene_13481	alpha-L-fucosidase	GH95
gene_13540	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_13586	WDdomain-containingprotein	NA
gene_293	transmembraneGTPasefzo1	NA
gene_13737	hypotheticalprotein	NA
gene_26	hypotheticalprotein	NA
gene_116	expressedprotein	NA
gene_123	RTA1likeprotein-domaincontainingprotein	NA
gene_140	expressedprotein	NA
gene_155	PeptidaseS8/S53domain-containingprotein	NA
gene_165	hypotheticalprotein	NA
gene_167	magnesium-transportingATPase	NA
gene_211	putativebifunctionalfattyacidtransporter/acyl-CoAsynthetase	NA
gene_235	hypotheticalprotein	NA
gene_298	hypotheticalprotein	NA
gene_301	hypotheticalprotein	NA
gene_346	hypotheticalprotein	NA
gene_372	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_401	ATPsynthasesubunitdelta	NA
gene_402	hypotheticalprotein	NA
gene_405	expressedprotein	NA
gene_423	glutathioneS-transferasedomain-containingprotein	NA
gene_439	expressedprotein	NA
gene_441	Cutinase1	CE5
gene_454	Generalsubstratetransporter	NA
gene_455	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_459	hypotheticalprotein	NA
gene_477	hypotheticalprotein	NA
gene_478	putative1-aminocyclopropane-1-carboxylatedeaminase	NA
gene_480	TPA:putativeZn(II)2Cys6transcriptionfactor	NA
gene_517	WWdomain-containingoxidoreductase	NA
gene_533	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_539	expressedprotein	NA
gene_548	hypotheticalprotein	NA
gene_607	hypotheticalprotein	NA
gene_617	deubiquitination-protectionproteindph1	NA
gene_665	WD40-repeat-containingdomainprotein	NA
gene_688	hypotheticalprotein	NA
gene_689	signalrecognitionparticle68kDaprotein	NA
gene_727	hypotheticalprotein	NA
gene_743	hypotheticalprotein	NA
gene_796	hypotheticalprotein	NA
gene_816	Glycosyltransferasefamily4-domaincontainingprotein	GH71
gene_853	hypotheticalprotein	NA
gene_896	OligosaccharyltransferasesubunitRibophorinII-domaincontainingprotein	NA
gene_911	hypotheticalprotein	NA
gene_938	hypotheticalprotein	NA
gene_1061	ESCRT-Icomponent	NA
gene_1063	DNA-directedRNApolymeraseIIsubunitRPB2	NA
gene_1095	endo-xylanase	CBM1
gene_1099	family43glycosidehydrolase	GH43_21
gene_1129	OPToligopeptidetransporterprotein-domaincontainingprotein	NA
gene_1140	hypotheticalprotein	NA
gene_1143	FADbindingdomain-containingprotein	NA
gene_1144	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_1189	hypotheticalprotein	NA
gene_1207	hypotheticalprotein	NA
gene_1208	Multicopperoxidase-domaincontainingprotein	AA1_3
gene_1212	GTPbindingprotein	NA
gene_1214	Cytochromeoxidasecassembly-domaincontainingprotein	NA
gene_1230	expressedprotein	NA
gene_294	hypotheticalprotein	NA
gene_1328	Ankyrinrepeat-containingdomainprotein	NA
gene_1375	hypotheticalprotein	NA
gene_1433	ChromosomesegregationproteinCsm1/Pcs1-domaincontainingprotein	NA
gene_1464	hypotheticalprotein	NA
gene_1486	expressedprotein	NA
gene_1571	hypotheticalprotein	NA
gene_1608	glucoamylaseP	GH15
gene_1637	5-azacytidineresistanceproteinazr1	NA
gene_1680	3-alpha--hydroxysteroiddehydrogenase	NA
gene_1692	hypotheticalprotein	NA
gene_1732	hypotheticalprotein	NA
gene_1755	galactoseoxidase	AA5_2
gene_1773	hypotheticalprotein	NA
gene_1793	expressedprotein	NA
gene_1852	DNAtopoisomerase	NA
gene_1872	hypotheticalprotein	NA
gene_1873	hypotheticalprotein	NA
gene_1881	hypotheticalprotein	NA
gene_1884	hypotheticalprotein	NA
gene_1904	hypotheticalprotein	NA
gene_1950	zinc-bindingdehydrogenase	GH28
gene_1980	C2domain-containingprotein	NA
gene_2022	mitochondrialdistributionandmorphologyprotein	NA
gene_2031	Ketopantoatehydroxymethyltransferase-domaincontainingprotein	NA
gene_2032	hypotheticalprotein	NA
gene_2035	expressedprotein	NA
gene_2049	Sir2familyprotein	NA
gene_2058	5'/3'-nucleotidasesure	NA
gene_2078	Uspdomain-containingprotein	NA
gene_2087	hypotheticalprotein	NA
gene_2088	expressedprotein	NA
gene_2111	hypotheticalprotein	NA
gene_2137	IEC3subunitoftheIno80complex%2Cchromatinre-modelling-domaincontainingprotein	NA
gene_2147	FADbindingdomain-containingprotein	NA
gene_2170	hypotheticalprotein	NA
gene_2177	hypotheticalprotein	NA
gene_2224	hypotheticalprotein	NA
gene_2236	GTP-bindingprotein	NA
gene_2322	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_2324	hypotheticalprotein	NA
gene_2361	hypotheticalprotein	NA
gene_2379	hypotheticalprotein	NA
gene_2394	lipase	NA
gene_2396	hypotheticalprotein	NA
gene_2407	aldehydedehydrogenase	NA
gene_2446	expressedprotein	NA
gene_2475	FADbindingdomain-containingprotein	NA
gene_2484	K+potassiumtransporter-domaincontainingprotein	NA
gene_2486	expressedprotein	NA
gene_2489	Alpha/Betahydrolasefold	NA
gene_2507	hypotheticalprotein	NA
gene_2508	hypotheticalprotein	NA
gene_2532	Domainofunknownfunction(DUF4139)-domaincontainingprotein	NA
gene_2570	Generalsubstratetransporter	NA
gene_2580	putativeZn(II)2Cys6transcriptionfactor	NA
gene_2611	Alpha/Betahydrolasefold	CBM1
gene_2612	S-adenosyl-L-methionine-dependentmethyltransferase	NA
gene_2618	2-dehydro-3-deoxyglucaratealdolase	NA
gene_2619	Alpha/Betahydrolasefold	NA
gene_2656	hypotheticalprotein	NA
gene_2661	hypotheticalprotein	NA
gene_2695	endoglucanase-4	AA9
gene_2827	hypotheticalprotein	NA
gene_2839	hypotheticalprotein	NA
gene_2854	hypotheticalprotein	NA
gene_2861	hypotheticalprotein	NA
gene_2877	hypotheticalprotein	NA
gene_2895	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_2908	hypotheticalprotein	NA
gene_2913	Metalloenzyme%2CLuxS/M16peptidase-likeprotein	NA
gene_2934	expressedprotein	NA
gene_2941	hypotheticalprotein	NA
gene_2945	hypotheticalprotein	NA
gene_2950	beta-lactamasefamilyprotein	NA
gene_2976	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_2989	hypotheticalprotein	NA
gene_3012	hypotheticalprotein	NA
gene_3075	hypotheticalprotein	NA
gene_3114	hypotheticalprotein	NA
gene_3122	ChromosomesegregationproteinSpc25-domaincontainingprotein	NA
gene_3181	hypotheticalprotein	NA
gene_3223	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
